10.151.131.171 - - [01/May/2025:01:04:45 +0700] GET /.env HTTP/1.0 401 210 "-" "Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);" 0.000
10.151.131.171 - - [01/May/2025:01:04:46 +0700] GET /.git/config HTTP/1.0 401 210 "-" "Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);" 0.001
10.151.131.171 - - [01/May/2025:01:20:58 +0700] GET /.env HTTP/1.0 401 210 "-" "python-requests/2.32.3" 0.001
10.151.131.171 - - [01/May/2025:02:30:15 +0700] GET /.env HTTP/1.0 401 210 "-" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.22 (KHTML like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22" 0.001
10.151.131.171 - - [01/May/2025:03:13:58 +0700] GET /.env HTTP/1.0 401 210 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/69.0.3497.81 Chrome/69.0.3497.81 Safari/537.36" 0.001
10.151.131.171 - - [01/May/2025:03:36:30 +0700] GET /.env HTTP/1.0 401 210 "-" "Mozilla/5.0 (Linux; Android 8.1.0; Redmi Note 6 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.105 Mobile Safari/537.36" 0.001
10.151.131.171 - - [01/May/2025:04:55:36 +0700] GET /owa/auth/logon.aspx HTTP/1.0 401 210 "-" "Mozilla/5.0 zgrab/0.x" 0.000
10.151.131.171 - - [01/May/2025:06:12:16 +0700] GET /PIVm HTTP/1.0 401 210 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0" 0.001
10.151.131.171 - - [01/May/2025:06:12:18 +0700] GET /UOLm HTTP/1.0 401 210 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0" 0.000
10.151.131.171 - - [01/May/2025:06:12:19 +0700] GET /aab8 HTTP/1.0 401 210 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0" 0.000
10.151.131.171 - - [01/May/2025:06:12:21 +0700] GET /jquery-3.3.1.slim.min.js HTTP/1.0 401 210 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0" 0.000
10.151.131.171 - - [01/May/2025:06:12:26 +0700] GET /aab9 HTTP/1.0 401 210 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0" 0.001
10.151.131.171 - - [01/May/2025:06:12:29 +0700] GET /jquery-3.3.2.slim.min.js HTTP/1.0 401 210 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0" 0.001
10.151.131.171 - - [01/May/2025:07:06:25 +0700] GET /developmentserver/metadatauploader HTTP/1.0 401 210 "-" "Mozilla/5.0 zgrab/0.x" 0.000
10.151.131.171 - - [01/May/2025:07:50:59 +0700] GET /.env HTTP/1.0 401 210 "-" "HTC-ST7377/1.59.502.3 (67150) Opera/9.50 (Windows NT 5.1; U; en) UP.Link/6.3.1.17.0" 0.000
10.151.131.171 - - [01/May/2025:07:54:03 +0700] GET /.git/config HTTP/1.0 401 210 "-" "Mozilla/5.0 (BeOS; U; BeOS BePC; en-US; rv:1.9a1) Gecko/20060702 SeaMonkey/1.5a" 0.001
10.151.131.171 - - [01/May/2025:08:08:19 +0700] GET /.git/config HTTP/1.0 401 210 "-" "MOT-V177/0.1.75 UP.Browser/6.2.3.9.c.12 (GUI) MMP/2.0 UP.Link/6.3.1.13.0" 0.001
10.151.131.171 - - [01/May/2025:08:57:29 +0700] GET /favicon.ico HTTP/1.0 401 210 "-" "Python/3.7 aiohttp/3.8.1" 0.000
10.151.131.171 - - [01/May/2025:09:01:36 +0700] GET /odinhttpcall1746064896 HTTP/1.0 401 210 "-" "Mozilla/5.0 (compatible; Odin; https://docs.getodin.com/)" 0.001
10.151.131.171 - - [01/May/2025:09:01:36 +0700] POST /sdk HTTP/1.0 401 210 "-" "Mozilla/5.0 (compatible; Odin; https://docs.getodin.com/)" 0.000
10.151.131.171 - - [01/May/2025:09:01:37 +0700] GET /HNAP1 HTTP/1.0 401 210 "-" "Mozilla/5.0 (compatible; Odin; https://docs.getodin.com/)" 0.000
10.151.131.171 - - [01/May/2025:09:01:37 +0700] GET /odinhttpcall1746064896 HTTP/1.0 401 210 "-" "Mozilla/5.0 (compatible; Odin; https://docs.getodin.com/)" 0.001
10.151.131.171 - - [01/May/2025:09:01:38 +0700] GET /evox/about HTTP/1.0 401 210 "-" "Mozilla/5.0 (compatible; Odin; https://docs.getodin.com/)" 0.000
10.151.131.171 - - [01/May/2025:09:01:42 +0700] GET /favicon.ico HTTP/1.0 401 210 "-" "Go-http-client/1.1" 0.000
10.151.131.171 - - [01/May/2025:09:01:43 +0700] GET /favicon.ico HTTP/1.0 401 210 "-" "Go-http-client/1.1" 0.000
10.151.131.171 - - [01/May/2025:09:23:58 +0700] GET /oauth2/token/.well-known/openid-configuration HTTP/1.0 200 2526 "https://meeting.mae.gov.vn/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1" 0.019
10.151.131.171 - - [01/May/2025:09:23:59 +0700] GET /oauth2/authorize?client_id=zrAi9HWLePnyM9AdScsJ3AxxcJsa&redirect_uri=https%3A%2F%2Fmeeting.mae.gov.vn%2Fcallback&response_type=id_token%20token&scope=openid%20profile%20CSCoreApi%20CSCore_NghiepVu_Api%20CSCore_DMS_Api%20CSCore_Spatial_Api%20CSCore_Ocelot_ApiGateway&state=e3474d010c2a4ec0b7832fda3c972864&nonce=2e9315641b494a5bb22493658b315bee HTTP/1.0 302 - "https://meeting.mae.gov.vn/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1" 0.138
127.0.0.1 - - [01/May/2025:09:23:59 +0700] GET /api/identity/auth/v1.1/data/AuthRequestKey/ee351782-f913-4162-b0ab-8558cb2fd4e3 HTTP/1.1 404 119 "-" "Apache-HttpClient/4.5.13 (Java/11.0.17)" 0.001
127.0.0.1 - - [01/May/2025:09:23:59 +0700] GET /api/identity/auth/v1.1/data/AuthRequestKey/ee351782-f913-4162-b0ab-8558cb2fd4e3 HTTP/1.1 404 119 "-" "Apache-HttpClient/4.5.13 (Java/11.0.17)" 0.001
127.0.0.1 - - [01/May/2025:09:23:59 +0700] GET /api/server/v1/applications?filter=name+eq+meeting-quanlyhop HTTP/1.1 200 545 "-" "Apache-HttpClient/4.5.13 (Java/11.0.17)" 0.003
127.0.0.1 - - [01/May/2025:09:23:59 +0700] POST /api/server/v1/identity-governance/preferences HTTP/1.1 400 190 "-" "Apache-HttpClient/4.5.13 (Java/11.0.17)" 0.001
127.0.0.1 - - [01/May/2025:09:23:59 +0700] POST /api/server/v1/identity-governance/preferences HTTP/1.1 200 112 "-" "Apache-HttpClient/4.5.13 (Java/11.0.17)" 0.001
127.0.0.1 - - [01/May/2025:09:23:59 +0700] POST /api/server/v1/identity-governance/preferences HTTP/1.1 200 130 "-" "Apache-HttpClient/4.5.13 (Java/11.0.17)" 0.001
127.0.0.1 - - [01/May/2025:09:23:59 +0700] POST /api/server/v1/identity-governance/preferences HTTP/1.1 200 191 "-" "Apache-HttpClient/4.5.13 (Java/11.0.17)" 0.001
127.0.0.1 - - [01/May/2025:09:23:59 +0700] POST /api/server/v1/identity-governance/preferences HTTP/1.1 200 147 "-" "Apache-HttpClient/4.5.13 (Java/11.0.17)" 0.001
127.0.0.1 - - [01/May/2025:09:23:59 +0700] GET /api/server/v1/applications?filter=name+eq+meeting-quanlyhop HTTP/1.1 200 545 "-" "Apache-HttpClient/4.5.13 (Java/11.0.17)" 0.003
127.0.0.1 - - [01/May/2025:09:23:59 +0700] GET /api/server/v1/identity-providers?filter=name+eq+DVC HTTP/1.1 200 258 "-" "Apache-HttpClient/4.5.13 (Java/11.0.17)" 0.003
127.0.0.1 - - [01/May/2025:09:23:59 +0700] GET /api/server/v1/identity-providers?filter=name+eq+VNeID HTTP/1.1 200 260 "-" "Apache-HttpClient/4.5.13 (Java/11.0.17)" 0.003
10.151.131.171 - - [01/May/2025:09:23:59 +0700] GET /authenticationendpoint/login.do?client_id=zrAi9HWLePnyM9AdScsJ3AxxcJsa&commonAuthCallerPath=%2Foauth2%2Fauthorize&forceAuth=false&nonce=2e9315641b494a5bb22493658b315bee&passiveAuth=false&redirect_uri=https%3A%2F%2Fmeeting.mae.gov.vn%2Fcallback&response_type=id_token+token&scope=openid+profile+CSCoreApi+CSCore_NghiepVu_Api+CSCore_DMS_Api+CSCore_Spatial_Api+CSCore_Ocelot_ApiGateway&state=e3474d010c2a4ec0b7832fda3c972864&tenantDomain=carbon.super&sessionDataKey=ee351782-f913-4162-b0ab-8558cb2fd4e3&relyingParty=zrAi9HWLePnyM9AdScsJ3AxxcJsa&type=oidc&sp=meeting-quanlyhop&isSaaSApp=false&authenticators=OpenIDConnectAuthenticator%3ADVC%3AVNeID%3BBasicAuthenticator%3ALOCAL%3BUSB_AUTHENTICATOR%3ALOCAL%3BLDAP_AUTHENTICATOR%3ALOCAL HTTP/1.0 200 11013 "https://meeting.mae.gov.vn/" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1" 0.063
10.151.131.171 - - [01/May/2025:09:23:59 +0700] GET /authenticationendpoint/libs/themes/default/theme.c3616ae0.min.css HTTP/1.0 200 146370 "https://xacthuc.mae.gov.vn/authenticationendpoint/login.do?client_id=zrAi9HWLePnyM9AdScsJ3AxxcJsa&commonAuthCallerPath=%2Foauth2%2Fauthorize&forceAuth=false&nonce=2e9315641b494a5bb22493658b315bee&passiveAuth=false&redirect_uri=https%3A%2F%2Fmeeting.mae.gov.vn%2Fcallback&response_type=id_token+token&scope=openid+profile+CSCoreApi+CSCore_NghiepVu_Api+CSCore_DMS_Api+CSCore_Spatial_Api+CSCore_Ocelot_ApiGateway&state=e3474d010c2a4ec0b7832fda3c972864&tenantDomain=carbon.super&sessionDataKey=ee351782-f913-4162-b0ab-8558cb2fd4e3&relyingParty=zrAi9HWLePnyM9AdScsJ3AxxcJsa&type=oidc&sp=meeting-quanlyhop&isSaaSApp=false&authenticators=OpenIDConnectAuthenticator%3ADVC%3AVNeID%3BBasicAuthenticator%3ALOCAL%3BUSB_AUTHENTICATOR%3ALOCAL%3BLDAP_AUTHENTICATOR%3ALOCAL" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1" 0.020
10.151.131.171 - - [01/May/2025:09:23:59 +0700] GET /authenticationendpoint/js/vgcaplugin.js HTTP/1.0 200 4521 "https://xacthuc.mae.gov.vn/authenticationendpoint/login.do?client_id=zrAi9HWLePnyM9AdScsJ3AxxcJsa&commonAuthCallerPath=%2Foauth2%2Fauthorize&forceAuth=false&nonce=2e9315641b494a5bb22493658b315bee&passiveAuth=false&redirect_uri=https%3A%2F%2Fmeeting.mae.gov.vn%2Fcallback&response_type=id_token+token&scope=openid+profile+CSCoreApi+CSCore_NghiepVu_Api+CSCore_DMS_Api+CSCore_Spatial_Api+CSCore_Ocelot_ApiGateway&state=e3474d010c2a4ec0b7832fda3c972864&tenantDomain=carbon.super&sessionDataKey=ee351782-f913-4162-b0ab-8558cb2fd4e3&relyingParty=zrAi9HWLePnyM9AdScsJ3AxxcJsa&type=oidc&sp=meeting-quanlyhop&isSaaSApp=false&authenticators=OpenIDConnectAuthenticator%3ADVC%3AVNeID%3BBasicAuthenticator%3ALOCAL%3BUSB_AUTHENTICATOR%3ALOCAL%3BLDAP_AUTHENTICATOR%3ALOCAL" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1" 0.001
10.151.131.171 - - [01/May/2025:09:23:59 +0700] GET /authenticationendpoint/libs/jquery_3.6.0/jquery-3.6.0.min.js HTTP/1.0 200 30943 "https://xacthuc.mae.gov.vn/authenticationendpoint/login.do?client_id=zrAi9HWLePnyM9AdScsJ3AxxcJsa&commonAuthCallerPath=%2Foauth2%2Fauthorize&forceAuth=false&nonce=2e9315641b494a5bb22493658b315bee&passiveAuth=false&redirect_uri=https%3A%2F%2Fmeeting.mae.gov.vn%2Fcallback&response_type=id_token+token&scope=openid+profile+CSCoreApi+CSCore_NghiepVu_Api+CSCore_DMS_Api+CSCore_Spatial_Api+CSCore_Ocelot_ApiGateway&state=e3474d010c2a4ec0b7832fda3c972864&tenantDomain=carbon.super&sessionDataKey=ee351782-f913-4162-b0ab-8558cb2fd4e3&relyingParty=zrAi9HWLePnyM9AdScsJ3AxxcJsa&type=oidc&sp=meeting-quanlyhop&isSaaSApp=false&authenticators=OpenIDConnectAuthenticator%3ADVC%3AVNeID%3BBasicAuthenticator%3ALOCAL%3BUSB_AUTHENTICATOR%3ALOCAL%3BLDAP_AUTHENTICATOR%3ALOCAL" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1" 0.004
10.151.131.171 - - [01/May/2025:09:23:59 +0700] GET /authenticationendpoint/js/base64.js HTTP/1.0 200 921 "https://xacthuc.mae.gov.vn/authenticationendpoint/login.do?client_id=zrAi9HWLePnyM9AdScsJ3AxxcJsa&commonAuthCallerPath=%2Foauth2%2Fauthorize&forceAuth=false&nonce=2e9315641b494a5bb22493658b315bee&passiveAuth=false&redirect_uri=https%3A%2F%2Fmeeting.mae.gov.vn%2Fcallback&response_type=id_token+token&scope=openid+profile+CSCoreApi+CSCore_NghiepVu_Api+CSCore_DMS_Api+CSCore_Spatial_Api+CSCore_Ocelot_ApiGateway&state=e3474d010c2a4ec0b7832fda3c972864&tenantDomain=carbon.super&sessionDataKey=ee351782-f913-4162-b0ab-8558cb2fd4e3&relyingParty=zrAi9HWLePnyM9AdScsJ3AxxcJsa&type=oidc&sp=meeting-quanlyhop&isSaaSApp=false&authenticators=OpenIDConnectAuthenticator%3ADVC%3AVNeID%3BBasicAuthenticator%3ALOCAL%3BUSB_AUTHENTICATOR%3ALOCAL%3BLDAP_AUTHENTICATOR%3ALOCAL" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1" 0.001
10.151.131.171 - - [01/May/2025:09:23:59 +0700] GET /authenticationendpoint/js/qrcode.js HTTP/1.0 200 9797 "https://xacthuc.mae.gov.vn/authenticationendpoint/login.do?client_id=zrAi9HWLePnyM9AdScsJ3AxxcJsa&commonAuthCallerPath=%2Foauth2%2Fauthorize&forceAuth=false&nonce=2e9315641b494a5bb22493658b315bee&passiveAuth=false&redirect_uri=https%3A%2F%2Fmeeting.mae.gov.vn%2Fcallback&response_type=id_token+token&scope=openid+profile+CSCoreApi+CSCore_NghiepVu_Api+CSCore_DMS_Api+CSCore_Spatial_Api+CSCore_Ocelot_ApiGateway&state=e3474d010c2a4ec0b7832fda3c972864&tenantDomain=carbon.super&sessionDataKey=ee351782-f913-4162-b0ab-8558cb2fd4e3&relyingParty=zrAi9HWLePnyM9AdScsJ3AxxcJsa&type=oidc&sp=meeting-quanlyhop&isSaaSApp=false&authenticators=OpenIDConnectAuthenticator%3ADVC%3AVNeID%3BBasicAuthenticator%3ALOCAL%3BUSB_AUTHENTICATOR%3ALOCAL%3BLDAP_AUTHENTICATOR%3ALOCAL" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1" 0.002
